1, 1, 0.000240
2, 2, 0.000008
3, 3, 0.000011
4, 4, 0.000006
5, 5, 0.000006
6, 6, 0.000006
7, 7, 0.000011
8, 8, 0.000005
9, 9, 0.000011
10, 10, 0.000013
11, 11, 0.000007
12, 12, 0.000014
13, 13, 0.000007
14, 14, 0.000011
15, 15, 0.000013
16, 16, 0.000011
17, 17, 0.000008
18, 18, 0.000008
19, 19, 0.000009
20, 20, 0.000008
21, 21, 0.000009
22, 22, 0.000009
23, 23, 0.000010
24, 24, 0.000028
25, 25, 0.000010
26, 26, 0.000014
27, 27, 0.000012
28, 28, 0.000018
29, 29, 0.000017
30, 30, 0.000018
31, 31, 0.000019
32, 32, 0.000020
33, 33, 0.000019
34, 34, 0.000022
35, 35, 0.000022
36, 36, 0.000026
37, 37, 0.000019
38, 38, 0.000030
39, 39, 0.000031
40, 40, 0.000028
41, 41, 0.000025
42, 42, 0.000028
43, 43, 0.000060
44, 44, 0.000035
45, 45, 0.000030
46, 46, 0.000032
47, 47, 0.000041
48, 48, 0.000035
49, 49, 0.000036
50, 50, 0.000041
51, 51, 0.000048
52, 52, 0.000048
53, 53, 0.000049
54, 54, 0.000049
55, 55, 0.000066
56, 56, 0.000068
57, 57, 0.000084
58, 58, 0.000054
59, 59, 0.000068
60, 60, 0.000061
61, 61, 0.000069
62, 62, 0.000071
63, 63, 0.000111
64, 64, 0.000110
65, 65, 0.000110
66, 66, 0.000163
67, 67, 0.000173
68, 68, 0.000183
69, 69, 0.000190
70, 70, 0.000202
71, 71, 0.000226
72, 72, 0.000209
73, 73, 0.000180
74, 74, 0.000198
75, 75, 0.000213
76, 76, 0.000413
77, 77, 0.000207
78, 78, 0.000211
79, 79, 0.000238
80, 80, 0.000224
81, 81, 0.000468
82, 82, 0.000233
83, 83, 0.000269
84, 84, 0.000237
85, 85, 0.000251
86, 86, 0.000255
87, 87, 0.000488
88, 88, 0.000257
89, 89, 0.000726
90, 90, 0.000269
91, 91, 0.000795
92, 92, 0.000817
93, 93, 0.000300
94, 94, 0.000285
95, 95, 0.000281
96, 96, 0.000316
97, 97, 0.000309
98, 98, 0.000308
99, 99, 0.000321
100, 100, 0.000504
